Date,Open,High,Low,Close,Adj Close,Volume
2020-04-08,65.852501,66.987503,65.150002,66.737503,66.597885,54244400
2020-04-09,68.000000,68.230003,65.105003,65.737503,65.599976,52556400
2020-04-13,65.137497,67.550003,64.250000,67.462502,67.321365,39840800
2020-04-14,68.750000,71.330002,68.472504,70.987503,70.838997,53094800
2020-04-15,69.300003,71.042503,68.845001,70.209999,70.063118,36614800
2020-04-16,71.769997,74.750000,71.637497,73.675003,73.520882,74562000
2020-04-17,74.500000,74.714996,71.735001,73.080002,72.927116,53912000
2020-04-20,71.809998,73.375000,71.317497,71.762497,71.612366,44938800
2020-04-21,70.577499,71.192497,66.777496,67.377502,67.236549,73516000
2020-04-22,69.307503,71.967499,68.849998,71.537498,71.387848,48335600
2020-04-23,71.959999,73.285004,70.750000,71.002502,70.853973,42416000
2020-04-24,70.900002,72.417503,70.150002,72.397499,72.246048,35232800
2020-04-27,73.747498,75.875000,73.500000,74.269997,74.114624,47938800
2020-04-28,75.750000,76.050003,72.785004,72.839996,72.687622,44290400
2020-04-29,74.192497,75.144997,73.437500,74.614998,74.458908,37916000
2020-04-30,74.072502,74.614998,72.930000,73.070000,72.917145,37591600
2020-05-01,71.087502,72.224998,70.209999,70.695000,70.547104,34209600
2020-05-04,70.220001,72.959999,70.220001,72.822502,72.670151,31755600
2020-05-05,73.867500,75.067497,72.822502,73.434998,73.281364,36889600
2020-05-06,74.232498,75.500000,73.852501,74.447502,74.291756,32346400
2020-05-07,75.845001,76.852501,75.330002,76.217499,76.058044,37373200
2020-05-08,76.937500,78.187500,76.597504,78.125000,77.961563,33921600
2020-05-11,78.074997,81.125000,77.787498,80.654999,80.486275,46906000
2020-05-12,81.235001,81.724998,77.927498,78.025002,77.861778,49306000
2020-05-13,79.175003,80.785004,75.947502,77.800003,77.637253,62585200
2020-05-14,78.417503,80.360001,76.875000,80.305000,80.137016,60231200
2020-05-15,78.897499,85.004997,78.739998,84.907501,84.729874,98766000
2020-05-18,87.605003,89.165001,86.805000,87.502502,87.319450,77446000
2020-05-19,87.902496,90.875000,87.627502,88.055000,87.870804,71732000
2020-05-20,89.910004,90.430000,88.887497,89.699997,89.512337,58753600
2020-05-21,90.514999,90.525002,87.375000,87.752502,87.568932,76106800
2020-05-22,88.252502,90.930000,87.132500,90.262497,90.073662,103876400
2020-05-26,91.567497,91.817497,86.720001,87.177498,86.995132,77078000
2020-05-27,86.250000,86.327499,79.967499,85.252502,85.074158,117589200
2020-05-28,84.122498,87.605003,83.792503,84.870003,84.692451,73489600
2020-05-29,85.544998,88.754997,84.849998,88.754997,88.569321,74525600
2020-06-01,88.332497,88.407501,86.894997,88.062500,87.878281,38987600
2020-06-02,87.962502,88.372498,86.580002,88.252502,88.067886,39132000
2020-06-03,88.222504,88.662498,87.000000,87.695000,87.511543,36544000
2020-06-04,87.279999,89.432503,86.775002,87.665001,87.521523,42428000
2020-06-05,87.945000,89.970001,87.080002,89.199997,89.054016,48174800
2020-06-08,88.772499,88.897499,86.857498,88.050003,87.905899,38773600
2020-06-09,88.000000,91.097504,87.512497,90.459999,90.311951,46848800
2020-06-10,91.677498,95.000000,91.535004,93.667503,93.514206,63218000
2020-06-11,91.500000,92.612503,87.860001,87.962502,87.818550,58365200
2020-06-12,91.625000,91.872498,87.032501,89.324997,89.178810,57090800
2020-06-15,88.152496,91.822502,87.437500,91.737503,91.587372,40000400
2020-06-16,92.250000,92.667503,88.387497,90.684998,90.536583,53571600
2020-06-17,91.137497,92.989998,90.702499,92.360001,92.208847,40830400
